,insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
11918,2019-04-22 09:46:03,BARCELONA,MADRID,2019-04-28 09:00:00,2019-04-28 11:45:00,AVE,85.1,Turista,Promo
11919,2019-04-18 17:04:56,VALENCIA,MADRID,2019-05-12 09:50:00,2019-05-12 16:58:00,REGIONAL,28.35,Turista,Adulto ida
11920,2019-04-12 08:08:09,MADRID,BARCELONA,2019-05-07 08:00:00,2019-05-07 10:30:00,AVE,100.4,Turista,Promo
11921,2019-04-22 00:09:35,VALENCIA,MADRID,2019-05-30 10:40:00,2019-05-30 12:32:00,AVE,21.95,Turista,Promo
11922,2019-04-12 21:27:36,SEVILLA,MADRID,2019-05-30 08:35:00,2019-05-30 15:26:00,LD-MD,,Turista,Flexible
11923,2019-04-18 21:33:54,VALENCIA,MADRID,2019-05-04 09:40:00,2019-05-04 11:20:00,AVE,45.3,Turista,Promo
11924,2019-05-08 09:16:43,MADRID,SEVILLA,2019-05-13 12:00:00,2019-05-13 14:32:00,AVE,69.4,Preferente,Promo
11925,2019-04-19 23:39:09,MADRID,BARCELONA,2019-04-21 19:30:00,2019-04-21 22:40:00,AVE,181.5,Preferente,Flexible
11926,2019-04-21 19:18:23,SEVILLA,MADRID,2019-05-19 19:15:00,2019-05-19 21:36:00,AVE,101.5,Preferente,Promo
11927,2019-04-28 01:20:46,BARCELONA,MADRID,2019-04-27 07:05:00,2019-04-27 09:50:00,AVE,85.1,Turista,Promo
11928,2019-05-06 05:34:36,VALENCIA,MADRID,2019-05-22 09:00:00,2019-05-22 11:33:00,ALVIA,35.5,Turista,Promo
11929,2019-04-15 08:12:10,BARCELONA,MADRID,2019-05-30 08:25:00,2019-05-30 10:55:00,AVE,94.55,Turista Plus,Promo
11930,2019-04-22 21:22:40,VALENCIA,MADRID,2019-05-13 09:50:00,2019-05-13 17:28:00,REGIONAL,28.35,Turista,Adulto ida
11931,2019-05-06 05:07:18,SEVILLA,MADRID,2019-06-02 19:15:00,2019-06-02 21:36:00,AVE,76.3,Turista,Flexible
11932,2019-04-20 21:20:13,VALENCIA,MADRID,2019-04-24 19:10:00,2019-04-24 20:50:00,AVE,57.75,Turista,Promo
11933,2019-04-25 07:41:34,MADRID,BARCELONA,2019-05-25 10:30:00,2019-05-25 13:15:00,AVE,75.4,Turista,Promo
11934,2019-05-03 05:13:15,SEVILLA,MADRID,2019-05-09 12:40:00,2019-05-09 15:23:00,AVE,53.4,Turista,Promo
11935,2019-04-21 18:15:43,VALENCIA,MADRID,2019-05-06 06:30:00,2019-05-06 08:22:00,AVE,57.75,Turista,Promo
11936,2019-05-07 13:38:55,MADRID,VALENCIA,2019-06-13 12:21:00,2019-06-13 19:04:00,REGIONAL,28.35,Turista,Adulto ida
11937,2019-04-30 23:43:14,MADRID,BARCELONA,2019-06-02 18:30:00,2019-06-02 21:20:00,AVE,98.0,Preferente,Promo
11938,2019-05-06 07:12:27,MADRID,BARCELONA,2019-05-14 16:30:00,2019-05-14 19:15:00,AVE,107.7,Turista,Flexible
11939,2019-05-02 11:10:10,MADRID,VALENCIA,2019-06-02 20:40:00,2019-06-02 22:24:00,AVE,45.3,Turista,Promo
11940,2019-04-20 20:15:26,BARCELONA,MADRID,2019-05-08 08:00:00,2019-05-08 11:10:00,AVE,85.1,Turista,Promo
11941,2019-04-18 12:33:03,SEVILLA,MADRID,2019-04-20 12:18:00,2019-04-20 14:56:00,ALVIA,61.2,Preferente,Promo
11942,2019-04-16 04:35:40,MADRID,SEVILLA,2019-05-23 17:00:00,2019-05-23 19:38:00,AVE,69.4,Preferente,Promo
11943,2019-04-15 21:23:25,PONFERRADA,MADRID,2019-05-09 06:11:00,2019-05-09 10:15:00,ALVIA,33.5,Turista,Promo
11944,2019-04-12 21:14:23,MADRID,VALENCIA,2019-04-20 11:10:00,2019-04-20 13:25:00,INTERCITY,,Turista,Promo
11945,2019-04-15 05:08:02,BARCELONA,MADRID,2019-04-15 13:25:00,2019-04-15 16:10:00,AVE,102.15,Turista Plus,Promo
11946,2019-05-08 13:40:42,MADRID,VALENCIA,2019-05-14 07:40:00,2019-05-14 09:20:00,AVE,57.75,Turista,Promo
11947,2019-04-16 07:12:46,MADRID,PONFERRADA,2019-04-20 12:20:00,2019-04-20 18:52:00,LD-MD,,Turista con enlace,Flexible
11948,2019-04-16 08:34:21,BARCELONA,MADRID,2019-05-12 11:00:00,2019-05-12 13:45:00,AVE,107.7,Turista,Flexible
11949,2019-04-19 10:21:35,PONFERRADA,MADRID,2019-05-21 17:55:00,2019-05-21 22:55:00,MD-LD,21.65,Turista con enlace,Promo
11950,2019-04-14 14:35:52,MADRID,VALENCIA,2019-04-16 16:05:00,2019-04-16 22:47:00,REGIONAL,28.35,Turista,Adulto ida
11951,2019-04-21 14:02:44,MADRID,SEVILLA,2019-06-02 17:00:00,2019-06-02 19:38:00,AVE,69.4,Preferente,Promo
11952,2019-04-23 21:26:46,MADRID,VALENCIA,2019-05-17 18:40:00,2019-05-17 20:20:00,AVE,66.55,Preferente,Promo
11953,2019-05-01 05:42:27,BARCELONA,MADRID,2019-05-19 16:00:00,2019-05-19 19:10:00,AVE,90.5,Turista Plus,Promo
11954,2019-04-23 22:40:28,MADRID,SEVILLA,2019-05-03 08:30:00,2019-05-03 11:14:00,ALVIA,,Turista,Flexible
11955,2019-05-07 01:46:40,MADRID,VALENCIA,2019-05-17 06:08:00,2019-05-17 12:55:00,REGIONAL,28.35,Turista,Adulto ida
11956,2019-04-12 08:20:47,MADRID,VALENCIA,2019-04-20 16:30:00,2019-04-20 22:47:00,REGIONAL,28.35,Turista,Adulto ida
11957,2019-05-02 17:46:17,MADRID,BARCELONA,2019-05-04 13:25:00,2019-05-04 16:24:00,AVE-TGV,107.7,Turista,Flexible
11958,2019-05-08 17:45:11,MADRID,VALENCIA,2019-05-11 15:40:00,2019-05-11 17:22:00,AVE,51.15,Turista,Promo
11959,2019-04-13 09:14:44,MADRID,SEVILLA,2019-05-02 12:00:00,2019-05-02 14:32:00,AVE,,Turista,Promo
11960,2019-04-30 17:23:56,PONFERRADA,MADRID,2019-05-08 11:44:00,2019-05-08 16:00:00,MD-LD,54.1,Turista con enlace,Flexible
11961,2019-04-29 19:38:07,SEVILLA,MADRID,2019-05-20 15:45:00,2019-05-20 18:15:00,AVE,53.4,Turista,Promo
11962,2019-04-16 14:08:12,MADRID,VALENCIA,2019-05-07 09:10:00,2019-05-07 10:58:00,AVE,45.3,Turista,Promo
11963,2019-05-05 05:30:02,PONFERRADA,MADRID,2019-05-08 06:11:00,2019-05-08 10:15:00,ALVIA,39.05,Turista,Promo
11964,2019-04-25 23:35:34,MADRID,VALENCIA,2019-05-13 07:40:00,2019-05-13 09:20:00,AVE,57.75,Turista,Promo
11965,2019-05-02 15:03:11,MADRID,SEVILLA,2019-05-30 14:00:00,2019-05-30 16:32:00,AVE,60.3,Turista,Promo
11966,2019-04-14 21:19:19,VALENCIA,MADRID,2019-04-23 18:10:00,2019-04-23 19:57:00,AVE,45.3,Turista,Promo
11967,2019-05-06 21:07:46,BARCELONA,MADRID,2019-06-26 08:25:00,2019-06-26 10:55:00,AVE,88.95,Turista,Promo
11968,2019-04-21 07:37:12,SEVILLA,MADRID,2019-04-28 19:15:00,2019-04-28 21:36:00,AVE,76.3,Turista,Flexible
11969,2019-04-18 18:20:25,BARCELONA,MADRID,2019-05-27 18:00:00,2019-05-27 21:10:00,AVE,90.5,Turista Plus,Promo
11970,2019-04-18 12:16:37,MADRID,BARCELONA,2019-05-07 07:15:00,2019-05-07 16:37:00,R. EXPRES,43.25,Turista,Adulto ida
11971,2019-04-19 20:34:48,MADRID,SEVILLA,2019-05-08 15:00:00,2019-05-08 17:21:00,AVE,53.4,Turista,Promo
11972,2019-04-18 22:37:55,PONFERRADA,MADRID,2019-05-17 02:36:00,2019-05-17 09:31:00,TRENHOTEL,45.8,Turista,Flexible
11973,2019-04-21 21:27:31,BARCELONA,MADRID,2019-05-08 07:00:00,2019-05-08 09:30:00,AVE,88.95,Turista,Promo
11974,2019-04-12 11:04:31,MADRID,SEVILLA,2019-04-24 08:00:00,2019-04-24 10:32:00,AVE,,Turista,Promo
11975,2019-04-19 19:09:10,SEVILLA,MADRID,2019-05-21 21:00:00,2019-05-21 23:52:00,AV City,38.55,Turista,Promo
11976,2019-05-02 19:32:37,VALENCIA,MADRID,2019-05-03 18:10:00,2019-05-03 19:57:00,AVE,73.1,Turista,Flexible
11977,2019-04-23 12:43:03,BARCELONA,MADRID,2019-05-26 18:25:00,2019-05-26 20:55:00,AVE,82.35,Turista Plus,Promo
11978,2019-04-25 03:31:06,MADRID,SEVILLA,2019-05-14 11:05:00,2019-05-14 13:41:00,ALVIA,,Turista,Promo
11979,2019-05-07 21:27:27,MADRID,VALENCIA,2019-05-31 16:30:00,2019-05-31 22:47:00,REGIONAL,28.35,Turista,Adulto ida
11980,2019-04-19 21:39:22,BARCELONA,MADRID,2019-04-20 19:00:00,2019-04-20 22:00:00,AVE,107.7,Turista,Flexible
11981,2019-04-16 23:38:55,SEVILLA,MADRID,2019-05-05 18:45:00,2019-05-05 21:17:00,AVE,76.3,Turista,Flexible
11982,2019-04-16 00:10:13,MADRID,VALENCIA,2019-05-10 21:10:00,2019-05-10 23:03:00,AVE,45.3,Turista,Promo
11983,2019-04-24 09:06:57,SEVILLA,MADRID,2019-05-27 14:58:00,2019-05-27 17:50:00,ALVIA,,Turista,Promo
11984,2019-04-17 00:26:00,MADRID,SEVILLA,2019-05-21 06:20:00,2019-05-21 09:16:00,AV City,38.55,Turista,Promo
11985,2019-04-16 10:12:20,SEVILLA,MADRID,2019-06-02 20:15:00,2019-06-02 22:36:00,AVE,72.3,Turista Plus,Promo
11986,2019-04-15 12:40:51,MADRID,SEVILLA,2019-05-29 13:00:00,2019-05-29 15:40:00,AVE,53.4,Turista,Promo
11987,2019-04-15 22:33:51,MADRID,BARCELONA,2019-05-13 21:25:00,2019-05-13 23:55:00,AVE,49.55,Turista,Promo
11988,2019-04-16 20:19:39,BARCELONA,MADRID,2019-05-05 12:50:00,2019-05-05 15:45:00,AVE-TGV,112.55,Preferente,Promo
11989,2019-05-04 07:05:30,MADRID,PONFERRADA,2019-05-13 12:20:00,2019-05-13 18:52:00,LD-MD,34.35,Turista con enlace,Promo +
11990,2019-04-20 15:07:33,BARCELONA,MADRID,2019-04-25 12:50:00,2019-04-25 15:45:00,AVE-TGV,102.15,Turista Plus,Promo
11991,2019-04-19 13:39:11,MADRID,SEVILLA,2019-04-21 20:35:00,2019-04-21 23:15:00,AVE,76.3,Turista,Flexible
11992,2019-04-16 17:12:45,MADRID,VALENCIA,2019-05-14 15:30:00,2019-05-14 22:31:00,AVE-MD,71.0,Turista con enlace,Flexible
11993,2019-04-29 11:17:18,MADRID,SEVILLA,2019-06-02 09:00:00,2019-06-02 11:38:00,AVE,76.3,Turista,Flexible
11994,2019-04-19 14:15:02,VALENCIA,MADRID,2019-06-01 17:10:00,2019-06-01 18:50:00,AVE,33.65,Turista,Promo
11995,2019-04-24 23:25:27,VALENCIA,MADRID,2019-05-09 08:00:00,2019-05-09 09:47:00,AVE,33.65,Turista,Promo
11996,2019-04-23 16:17:33,VALENCIA,MADRID,2019-04-25 14:10:00,2019-04-25 15:48:00,AVE,45.3,Turista,Promo
11997,2019-04-22 18:32:11,PONFERRADA,MADRID,2019-05-05 17:15:00,2019-05-05 23:03:00,MD-AVE,39.95,Turista con enlace,Promo +
11998,2019-04-18 07:26:19,MADRID,BARCELONA,2019-05-03 11:30:00,2019-05-03 14:40:00,AVE,90.5,Turista Plus,Promo
11999,2019-04-14 16:25:27,SEVILLA,MADRID,2019-05-31 06:45:00,2019-05-31 09:15:00,AVE,47.3,Turista,Promo
12000,2019-04-18 00:45:56,SEVILLA,MADRID,2019-05-15 08:45:00,2019-05-15 11:15:00,AVE,60.3,Turista,Promo
12001,2019-05-01 07:33:48,MADRID,SEVILLA,2019-05-20 11:05:00,2019-05-20 13:41:00,ALVIA,,Turista,Promo
12002,2019-04-21 11:16:38,BARCELONA,MADRID,2019-05-19 20:00:00,2019-05-19 23:10:00,AVE,90.5,Turista Plus,Promo
12003,2019-04-16 23:23:48,VALENCIA,MADRID,2019-05-20 16:15:00,2019-05-20 17:55:00,AVE,33.65,Turista,Promo
12004,2019-05-03 11:04:47,MADRID,SEVILLA,2019-05-28 10:00:00,2019-05-28 12:32:00,AVE,60.3,Turista,Promo
12005,2019-04-18 21:30:36,MADRID,VALENCIA,2019-04-21 16:30:00,2019-04-21 22:47:00,REGIONAL,28.35,Turista,Adulto ida
12006,2019-04-24 04:34:25,PONFERRADA,MADRID,2019-05-18 13:44:00,2019-05-18 19:21:00,LD,32.9,Turista con enlace,Promo
12007,2019-04-21 09:02:49,MADRID,SEVILLA,2019-04-25 07:30:00,2019-04-25 09:51:00,AVE,53.4,Turista,Promo
12008,2019-04-26 13:41:06,PONFERRADA,MADRID,2019-05-09 11:44:00,2019-05-09 16:00:00,MD-LD,54.1,Turista con enlace,Flexible
12009,2019-04-20 15:45:08,PONFERRADA,MADRID,2019-05-01 11:28:00,2019-05-01 16:00:00,LD,42.75,Turista con enlace,Promo +
12010,2019-04-18 20:05:20,MADRID,SEVILLA,2019-05-09 16:30:00,2019-05-09 18:51:00,AVE,76.3,Turista,Flexible
12011,2019-05-05 11:32:01,MADRID,VALENCIA,2019-05-20 09:10:00,2019-05-20 10:58:00,AVE,39.45,Turista,Promo
12012,2019-04-21 21:33:21,MADRID,VALENCIA,2019-05-08 14:10:00,2019-05-08 16:03:00,AVE,33.65,Turista,Promo
12013,2019-04-23 22:36:13,BARCELONA,MADRID,2019-05-09 08:25:00,2019-05-09 10:55:00,AVE,100.4,Turista,Promo
12014,2019-04-24 02:26:30,MADRID,VALENCIA,2019-05-10 16:30:00,2019-05-10 22:47:00,REGIONAL,28.35,Turista,Adulto ida
12015,2019-05-02 07:23:22,MADRID,BARCELONA,2019-05-31 13:25:00,2019-05-31 16:24:00,AVE-TGV,85.1,Turista,Promo
12016,2019-04-19 06:47:14,MADRID,SEVILLA,2019-05-26 11:05:00,2019-05-26 13:41:00,ALVIA,,Preferente,Promo
12017,2019-05-06 09:28:44,VALENCIA,MADRID,2019-06-23 09:50:00,2019-06-23 16:58:00,REGIONAL,28.35,Turista,Adulto ida
12018,2019-05-05 05:26:13,VALENCIA,MADRID,2019-05-06 21:05:00,2019-05-06 23:32:00,INTERCITY,38.8,Turista,Promo
12019,2019-04-23 00:22:35,VALENCIA,MADRID,2019-05-20 06:38:00,2019-05-20 14:20:00,REGIONAL,28.35,Turista,Adulto ida
12020,2019-05-07 01:11:56,MADRID,BARCELONA,2019-06-23 07:30:00,2019-06-23 10:40:00,AVE,66.75,Turista,Promo
12021,2019-04-24 05:15:56,VALENCIA,MADRID,2019-05-05 15:10:00,2019-05-05 17:03:00,AVE,66.55,Preferente,Promo
12022,2019-05-04 03:28:27,VALENCIA,MADRID,2019-05-22 17:10:00,2019-05-22 18:50:00,AVE,45.3,Turista,Promo
12023,2019-04-23 20:30:41,VALENCIA,MADRID,2019-05-30 14:10:00,2019-05-30 15:48:00,AVE,45.3,Turista,Promo
12024,2019-04-16 12:06:51,MADRID,PONFERRADA,2019-05-29 14:40:00,2019-05-29 18:33:00,AVE-MD,35.75,Turista con enlace,Promo
12025,2019-04-27 09:01:41,MADRID,SEVILLA,2019-05-06 08:30:00,2019-05-06 11:14:00,ALVIA,,Turista,Flexible
12026,2019-05-04 07:38:39,BARCELONA,MADRID,2019-05-29 12:00:00,2019-05-29 15:10:00,AVE,107.7,Turista,Flexible
12027,2019-04-14 04:00:38,MADRID,VALENCIA,2019-05-29 11:10:00,2019-05-29 13:25:00,INTERCITY,29.9,Turista,Promo
12028,2019-04-22 06:02:54,MADRID,SEVILLA,2019-06-01 07:00:00,2019-06-01 09:55:00,AV City,58.95,Turista Plus,Promo
12029,2019-05-08 21:19:04,BARCELONA,MADRID,2019-05-25 14:00:00,2019-05-25 17:10:00,AVE,75.4,Turista,Promo
12030,2019-04-15 21:10:28,MADRID,VALENCIA,2019-04-20 11:55:00,2019-04-20 13:35:00,AVE,45.3,Turista,Promo
12031,2019-04-27 07:18:28,MADRID,VALENCIA,2019-05-23 12:21:00,2019-05-23 19:04:00,REGIONAL,28.35,Turista,Adulto ida
12032,2019-04-23 09:43:34,MADRID,BARCELONA,2019-05-20 18:30:00,2019-05-20 21:20:00,AVE,69.8,Turista Plus,Promo
12033,2019-04-12 14:26:11,MADRID,BARCELONA,2019-05-07 12:30:00,2019-05-07 15:30:00,AVE,,Turista,Promo
12034,2019-04-29 23:21:35,SEVILLA,MADRID,2019-05-20 19:45:00,2019-05-20 22:17:00,AVE,47.3,Turista,Promo
12035,2019-04-19 10:30:23,BARCELONA,MADRID,2019-04-26 06:05:00,2019-04-26 09:15:00,AVE,90.5,Turista Plus,Promo
12036,2019-04-22 14:17:24,VALENCIA,MADRID,2019-05-22 09:50:00,2019-05-22 17:28:00,REGIONAL,28.35,Turista,Adulto ida
12037,2019-04-13 20:24:41,MADRID,VALENCIA,2019-05-29 17:40:00,2019-05-29 19:20:00,AVE,45.3,Turista,Promo
12038,2019-04-27 19:14:55,BARCELONA,MADRID,2019-05-19 12:00:00,2019-05-19 15:10:00,AVE,107.7,Turista,Flexible
12039,2019-04-25 05:31:49,MADRID,SEVILLA,2019-05-31 20:00:00,2019-05-31 22:21:00,AVE,60.3,Turista,Promo
12040,2019-04-16 13:06:55,MADRID,BARCELONA,2019-05-24 08:30:00,2019-05-24 11:15:00,AVE,85.1,Turista,Promo
12041,2019-04-20 05:05:23,MADRID,SEVILLA,2019-05-25 21:25:00,2019-05-26 00:10:00,AV City,49.15,Turista,Promo
12042,2019-04-16 15:06:36,SEVILLA,MADRID,2019-05-29 19:15:00,2019-05-29 21:36:00,AVE,47.3,Turista,Promo
12043,2019-04-12 08:13:45,MADRID,BARCELONA,2019-04-29 10:30:00,2019-04-29 13:15:00,AVE,75.4,Turista,Promo
12044,2019-05-03 15:19:40,MADRID,VALENCIA,2019-05-13 12:21:00,2019-05-13 19:04:00,REGIONAL,28.35,Turista,Adulto ida
12045,2019-04-18 07:26:15,MADRID,BARCELONA,2019-05-05 11:30:00,2019-05-05 14:40:00,AVE,107.7,Turista,Flexible
12046,2019-04-13 18:00:30,MADRID,VALENCIA,2019-05-28 12:40:00,2019-05-28 14:20:00,AVE,21.95,Turista,Promo
12047,2019-04-26 15:02:11,MADRID,BARCELONA,2019-05-09 08:20:00,2019-05-09 11:05:00,AVE,80.15,Turista Plus,Promo
12048,2019-04-17 23:30:14,MADRID,SEVILLA,2019-05-18 11:00:00,2019-05-18 13:32:00,AVE,60.3,Turista,Promo
12049,2019-04-27 09:31:36,PONFERRADA,MADRID,2019-05-22 11:28:00,2019-05-22 16:00:00,LD,42.75,Turista con enlace,Promo +
12050,2019-04-27 23:25:30,MADRID,SEVILLA,2019-05-29 10:00:00,2019-05-29 12:32:00,AVE,53.4,Turista,Promo
12051,2019-05-02 15:04:21,MADRID,SEVILLA,2019-05-20 16:00:00,2019-05-20 18:30:00,AVE,47.3,Turista,Promo
12052,2019-04-24 00:42:34,BARCELONA,MADRID,2019-05-28 07:00:00,2019-05-28 09:30:00,AVE,88.95,Turista,Promo
12053,2019-05-02 15:14:29,BARCELONA,MADRID,2019-05-07 17:00:00,2019-05-07 19:45:00,AVE,80.15,Turista Plus,Promo
12054,2019-05-01 05:46:19,MADRID,SEVILLA,2019-05-09 11:05:00,2019-05-09 13:41:00,ALVIA,47.05,Turista,Promo
12055,2019-04-15 19:20:44,MADRID,SEVILLA,2019-05-04 07:00:00,2019-05-04 09:55:00,AV City,58.95,Turista Plus,Promo
12056,2019-05-01 07:20:10,PONFERRADA,MADRID,2019-05-21 17:55:00,2019-05-21 22:55:00,MD-LD,27.05,Turista con enlace,Promo
12057,2019-04-19 12:09:36,SEVILLA,MADRID,2019-05-13 13:40:00,2019-05-13 16:10:00,AVE,60.3,Turista,Promo
12058,2019-04-15 09:05:43,MADRID,SEVILLA,2019-05-06 06:20:00,2019-05-06 09:16:00,AV City,43.55,Turista,Promo
12059,2019-04-23 18:00:27,MADRID,VALENCIA,2019-05-02 18:40:00,2019-05-02 20:20:00,AVE,57.75,Turista,Promo
12060,2019-04-17 06:25:59,SEVILLA,MADRID,2019-05-05 17:45:00,2019-05-05 20:17:00,AVE,,Turista,Flexible
12061,2019-04-17 15:25:55,MADRID,VALENCIA,2019-04-21 21:10:00,2019-04-21 23:03:00,AVE,45.3,Turista,Promo
12062,2019-04-25 07:36:21,MADRID,SEVILLA,2019-05-19 13:10:00,2019-05-19 20:51:00,MD-LD,34.35,Turista con enlace,Promo +
12063,2019-04-21 01:32:12,SEVILLA,MADRID,2019-05-02 08:35:00,2019-05-02 15:26:00,LD-MD,34.35,Turista con enlace,Promo +
12064,2019-04-13 05:08:07,MADRID,BARCELONA,2019-04-19 13:25:00,2019-04-19 16:24:00,AVE-TGV,,Turista,Promo
12065,2019-05-04 15:00:55,MADRID,SEVILLA,2019-05-12 16:00:00,2019-05-12 18:30:00,AVE,76.3,Turista,Flexible
12066,2019-04-30 21:10:13,BARCELONA,MADRID,2019-05-26 14:00:00,2019-05-26 17:10:00,AVE,66.75,Turista,Promo
12067,2019-05-09 03:26:20,SEVILLA,MADRID,2019-05-13 16:45:00,2019-05-13 19:17:00,AVE,69.4,Preferente,Promo
12068,2019-04-13 09:13:56,MADRID,SEVILLA,2019-05-05 21:25:00,2019-05-06 00:10:00,AV City,,Turista,Promo
12069,2019-04-18 14:35:54,MADRID,SEVILLA,2019-05-11 21:25:00,2019-05-12 00:10:00,AV City,52.2,Turista Plus,Promo
12070,2019-05-06 11:28:40,MADRID,BARCELONA,2019-05-19 17:00:00,2019-05-19 19:30:00,AVE,127.1,Turista,Flexible
12071,2019-04-18 23:02:17,MADRID,SEVILLA,2019-05-01 11:00:00,2019-05-01 13:32:00,AVE,,Turista Plus,Flexible
12072,2019-04-15 07:32:10,MADRID,PONFERRADA,2019-04-15 12:20:00,2019-04-15 18:52:00,LD-MD,,Turista,Flexible
12073,2019-05-06 13:20:28,BARCELONA,MADRID,2019-05-16 11:00:00,2019-05-16 17:03:00,LD-AVE,,Turista,Promo
12074,2019-04-14 07:29:35,MADRID,BARCELONA,2019-05-23 17:00:00,2019-05-23 19:30:00,AVE,94.55,Turista Plus,Promo
12075,2019-05-01 23:15:48,VALENCIA,MADRID,2019-06-08 06:38:00,2019-06-08 13:37:00,REGIONAL,28.35,Turista,Adulto ida
12076,2019-04-25 13:04:08,MADRID,SEVILLA,2019-05-23 18:35:00,2019-05-23 21:08:00,ALVIA,,Turista,Flexible
12077,2019-04-14 14:17:54,PONFERRADA,MADRID,2019-04-23 15:00:00,2019-04-23 19:42:00,MD-AVE,44.6,Turista con enlace,Promo +
12078,2019-04-24 02:44:46,MADRID,BARCELONA,2019-05-08 14:00:00,2019-05-08 16:30:00,AVE,88.95,Turista,Promo
12079,2019-05-08 09:17:32,MADRID,SEVILLA,2019-06-19 10:00:00,2019-06-19 12:32:00,AVE,22.9,Turista,Promo
12080,2019-04-11 22:01:51,MADRID,VALENCIA,2019-05-02 08:40:00,2019-05-02 10:33:00,AVE,33.65,Turista,Promo
12081,2019-05-09 15:23:52,MADRID,SEVILLA,2019-06-20 19:30:00,2019-06-20 22:05:00,AVE,47.3,Turista,Promo
12082,2019-04-22 02:22:49,PONFERRADA,MADRID,2019-05-27 13:44:00,2019-05-27 19:21:00,LD,32.9,Turista con enlace,Promo
12083,2019-04-17 10:23:48,PONFERRADA,MADRID,2019-05-20 17:55:00,2019-05-20 22:55:00,MD-LD,27.05,Turista con enlace,Promo
12084,2019-04-23 15:45:15,MADRID,BARCELONA,2019-05-10 13:25:00,2019-05-10 16:24:00,AVE-TGV,102.15,Turista Plus,Promo
12085,2019-05-03 09:21:13,SEVILLA,MADRID,2019-05-06 14:45:00,2019-05-06 17:15:00,AVE,76.3,Turista,Flexible
12086,2019-04-25 01:16:07,SEVILLA,MADRID,2019-05-30 12:40:00,2019-05-30 15:23:00,AVE,53.4,Turista,Promo
12087,2019-04-15 10:11:22,MADRID,SEVILLA,2019-05-16 15:00:00,2019-05-16 17:21:00,AVE,76.3,Turista,Flexible
12088,2019-04-23 17:38:59,SEVILLA,MADRID,2019-05-03 21:00:00,2019-05-03 23:52:00,AV City,49.15,Turista,Promo
12089,2019-04-15 00:34:34,MADRID,BARCELONA,2019-05-25 08:30:00,2019-05-25 11:15:00,AVE,85.1,Turista,Promo
12090,2019-04-23 06:24:26,VALENCIA,MADRID,2019-05-15 14:10:00,2019-05-15 15:48:00,AVE,33.65,Turista,Promo
12091,2019-04-14 12:15:36,VALENCIA,MADRID,2019-04-22 20:15:00,2019-04-22 21:55:00,AVE,66.55,Preferente,Promo
12092,2019-04-14 13:29:13,MADRID,BARCELONA,2019-05-08 07:15:00,2019-05-08 16:37:00,R. EXPRES,43.25,Turista,Adulto ida
12093,2019-04-25 15:25:40,MADRID,VALENCIA,2019-05-08 09:40:00,2019-05-08 11:24:00,AVE,39.45,Turista,Promo
12094,2019-04-16 04:33:20,MADRID,SEVILLA,2019-04-25 12:00:00,2019-04-25 14:32:00,AVE,53.4,Turista,Promo
12095,2019-04-15 03:19:31,SEVILLA,MADRID,2019-05-01 14:58:00,2019-05-01 17:50:00,ALVIA,67.2,Turista,Flexible
12096,2019-04-15 10:48:11,BARCELONA,MADRID,2019-05-27 20:00:00,2019-05-27 23:10:00,AVE,66.75,Turista,Promo
12097,2019-04-19 12:45:54,MADRID,BARCELONA,2019-05-06 16:30:00,2019-05-06 19:15:00,AVE,85.1,Turista,Promo
12098,2019-04-15 10:53:03,MADRID,SEVILLA,2019-04-19 16:00:00,2019-04-19 18:30:00,AVE,60.3,Turista,Promo
12099,2019-04-14 21:30:10,MADRID,PONFERRADA,2019-05-09 14:40:00,2019-05-09 18:52:00,AVE-LD,37.45,Turista con enlace,Promo
12100,2019-05-04 07:44:11,MADRID,VALENCIA,2019-05-27 09:40:00,2019-05-27 11:24:00,AVE,27.8,Turista,Promo
12101,2019-04-20 02:17:35,SEVILLA,MADRID,2019-05-01 14:58:00,2019-05-01 17:50:00,ALVIA,67.2,Turista,Flexible
12102,2019-04-23 22:39:28,MADRID,SEVILLA,2019-04-25 11:05:00,2019-04-25 13:41:00,ALVIA,,Turista,Promo
12103,2019-04-23 07:13:17,BARCELONA,MADRID,2019-04-28 20:00:00,2019-04-28 23:10:00,AVE,98.0,Preferente,Promo
12104,2019-04-27 11:28:21,VALENCIA,MADRID,2019-04-28 16:15:00,2019-04-28 17:55:00,AVE,66.55,Preferente,Promo
12105,2019-04-15 01:19:46,MADRID,SEVILLA,2019-05-13 14:00:00,2019-05-13 16:32:00,AVE,60.3,Turista,Promo
12106,2019-04-29 17:45:10,BARCELONA,MADRID,2019-05-30 09:00:00,2019-05-30 11:45:00,AVE,85.1,Turista,Promo
12107,2019-04-13 02:12:39,SEVILLA,MADRID,2019-05-14 16:45:00,2019-05-14 19:17:00,AVE,,Turista,Promo
12108,2019-04-19 09:15:59,SEVILLA,MADRID,2019-05-16 11:45:00,2019-05-16 14:17:00,AVE,53.4,Turista,Promo
12109,2019-04-22 15:43:08,MADRID,BARCELONA,2019-05-27 21:25:00,2019-05-27 23:55:00,AVE,49.55,Turista,Promo
12110,2019-04-21 07:54:33,VALENCIA,MADRID,2019-05-06 15:10:00,2019-05-06 17:03:00,AVE,39.45,Turista,Promo
12111,2019-04-15 11:48:58,MADRID,BARCELONA,2019-04-24 08:00:00,2019-04-24 10:30:00,AVE,68.65,Turista,Promo
